Country,Region,HDI_Category,Population,Screening_Rate,Median_Age,Urbanization_Rate,Healthcare_Expenditure,GDP_Per_Capita,Obesity_Rate,Smoking_Rate,Alcohol_Consumption,Physical_Activity_Rate,Family_History_Rate,Breastfeeding_Rate,Average_Diagnosis_Age,Survival_Rate,Access_To_Care,Education_Level,Women_Population,Breast_Cancer_Cases,Breast_Cancer_Deaths,Cases_Per_100K,Deaths_Per_100K,Mortality_Rate
Pakistan,North America,Medium,70867116,80.94,49,80.55,5225,46185,45.94,20.79,8.51,30.24,38.8,49.55,32,84.26,68.08,Tertiary,35189643,75888,14122,215.65,40.13,18.61
South Korea,Asia,High,18095357,33.96,32,28.24,5485,35329,15.07,37.9,8.32,52.93,17.82,81.05,35,85.31,86.99,Secondary,8985396,19377,3605,215.65,40.12,18.6
China,North America,High,84157767,14.21,38,89.02,3639,19609,6.98,8.64,9.16,62.28,46.35,35.03,36,70.82,71.02,Tertiary,41789224,90120,16770,215.65,40.13,18.61
Indonesia,Asia,High,141628814,45.76,34,47.52,6698,10899,35.56,21.24,10.85,57.3,30.23,54.34,47,86.56,87.6,Primary,70326940,151663,28223,215.65,40.13,18.61
Brazil,Europe,Medium,80063139,42.13,44,88.36,8004,11860,27.26,29.99,1.79,79.01,25.38,89.39,30,57.57,43.21,Tertiary,39756003,85735,15954,215.65,40.13,18.61
Argentina,South America,High,2541641,81.44,20,69.88,6127,20501,43.89,19.73,10.22,79.4,25.46,58.03,61,69.11,83.38,Tertiary,1262072,2721,506,215.6,40.09,18.6
Egypt,Asia,Medium,151580550,82.4,37,25.74,4823,26784,45.75,35.6,10.65,30.82,15.87,67.02,44,93.4,31.02,Primary,75268556,162319,30206,215.65,40.13,18.61
Nigeria,Asia,Low,161897290,27.98,32,47.77,4980,23935,28.74,24.91,10.5,54.84,17.04,21.16,36,78.92,65.7,Secondary,80391417,173367,32262,215.65,40.13,18.61
Indonesia,Oceania,Low,91801989,34.99,47,63.68,2345,30206,39.34,32.83,0.77,75.43,12.91,80.24,53,67.33,58.02,Tertiary,45585025,98306,18294,215.65,40.13,18.61
Saudi Arabia,Asia,High,67172183,43.31,42,26.19,2384,18388,5.68,36.02,7.4,78.67,44.08,61.55,31,74.2,77.66,Primary,33354894,71931,13386,215.65,40.13,18.61
United States,Africa,Medium,56755913,59.54,36,32.69,1237,36654,6.85,17.77,13.75,59.89,45.98,46.14,59,94.54,56.87,Secondary,28182610,60777,11310,215.65,40.13,18.61
France,Asia,Medium,186618230,51.2,33,51.16,7324,20336,42.39,16.41,6.68,56.43,18.45,82.04,67,71.01,69.34,Tertiary,92666801,199840,37189,215.65,40.13,18.61
Argentina,Europe,High,188962377,20.16,38,51.88,2790,12161,24.87,30.78,12.96,58.38,31.18,67.81,65,96.87,33.34,Secondary,93830806,202350,37656,215.65,40.13,18.61
South Africa,Africa,Medium,176184439,34.05,45,41.93,1211,46111,45.84,39.75,9.99,49.91,27.74,64.5,59,50.81,42.44,Primary,87485817,188667,35110,215.65,40.13,18.61
Brazil,Asia,High,89924965,71.07,23,71.33,1547,25753,33.43,7.63,12.23,74.51,46.27,52.67,47,74.15,88.59,Tertiary,44652973,96296,17920,215.65,40.13,18.61
Spain,South America,Medium,15377393,86.34,31,61.51,6071,32269,39.27,25.95,12.98,46.58,45.56,75.15,68,90.32,77.84,Secondary,7635769,16466,3064,215.64,40.13,18.61
China,South America,Low,13921011,88.32,33,44.35,6296,36148,20.99,21.45,9.44,34.87,17.32,71.98,42,65.49,46.71,Primary,6912591,14907,2774,215.65,40.13,18.61
Italy,South America,Medium,16232029,35.89,22,64.99,642,31891,14.03,25.27,3.84,65.95,34.31,27.34,56,97.38,37.54,Tertiary,8060146,17382,3234,215.65,40.12,18.61
Mexico,North America,High,43850518,17.7,35,51.96,1455,28937,44.68,12.31,4.75,60.69,33.56,39.69,62,66.83,51.13,Tertiary,21774331,46957,8738,215.65,40.13,18.61
Brazil,Asia,Medium,72897636,40.23,33,36.37,9907,47764,24.66,11.73,14.36,77.45,40.49,43.87,38,89.64,78.46,Secondary,36197914,78062,14526,215.65,40.13,18.61
Vietnam,Africa,Medium,9316854,22.01,27,54.07,6852,37578,9.33,24.04,9.7,68.18,27.79,78.35,62,76.48,54.98,Secondary,4626359,9976,1856,215.63,40.12,18.6
Australia,Europe,Medium,105396174,26.36,26,63.05,1742,19193,31.46,38.62,6.91,21.76,15.46,46.35,51,59.75,57.37,Secondary,52335328,112863,21003,215.65,40.13,18.61
United Kingdom,North America,Low,188167057,89.36,27,37.48,5742,33665,42.21,39.24,11.35,41.65,15.4,80.46,59,93.48,80.44,Secondary,93435884,201498,37497,215.65,40.13,18.61
Canada,Africa,High,19987261,46.42,48,69.05,1157,20094,36.77,8.56,14.62,60.33,21.83,25.53,47,67.61,21.25,Primary,9924837,21403,3983,215.65,40.13,18.61
South Africa,Africa,High,71556328,62.45,41,88.07,7840,37432,48.86,29.42,4.79,44.28,41.75,14.7,53,72.96,65.85,Primary,35531877,76626,14259,215.65,40.13,18.61
United Kingdom,North America,Medium,189799131,66.13,28,24.84,8281,47736,12.88,11.47,9.89,38.24,48.41,70.12,56,93.6,84.45,Tertiary,94246303,203246,37823,215.65,40.13,18.61
Mexico,Asia,Low,73288857,50.84,47,58.02,1405,44504,10.09,35.58,1.04,52.34,13.55,82.99,34,61.62,56.99,Primary,36392178,78481,14604,215.65,40.13,18.61
United Kingdom,Oceania,Medium,41161103,43.59,40,62.77,3625,18093,5.66,6.03,5.02,24.32,29.82,53.75,50,96.14,32.95,Secondary,20438880,44077,8202,215.65,40.13,18.61
Turkey,Europe,Low,60225139,28.09,30,78.73,2205,33239,14.29,12.52,5.31,29.14,14.01,38.04,31,66.28,77.61,Secondary,29905283,64492,12001,215.65,40.13,18.61
Italy,Africa,High,185371282,39.55,36,56.35,426,26833,18.07,34.56,0.44,62.61,49.01,60.47,38,94.7,81.73,Primary,92047619,198504,36940,215.65,40.13,18.61
South Africa,Europe,Medium,52387898,62.57,24,73.96,9305,43318,29.58,5.28,0.08,22.37,27.57,40.5,50,87.67,51.63,Primary,26013637,56099,10439,215.65,40.13,18.61
South Africa,Europe,Medium,179116831,59.82,26,45.3,9176,24734,48.37,6.65,14.33,53.96,48.67,49.59,31,71.88,83.7,Secondary,88941920,191807,35694,215.65,40.13,18.61
Turkey,Africa,Medium,186182160,88.5,34,44.23,8697,47336,40.48,20.28,12.98,40.77,11.61,45.08,55,83,25.92,Primary,92450267,199373,37102,215.65,40.13,18.61
Brazil,South America,Low,66791349,13.95,37,64.39,7308,33157,23.14,11.87,11.22,43.37,30.22,32.51,49,86.49,56.87,Secondary,33165788,71523,13310,215.65,40.13,18.61
Nigeria,Oceania,High,124428013,74.58,24,26.68,4040,7111,13.14,5.1,5.85,33.68,12.26,35.88,44,53.57,23.53,Tertiary,61785742,133243,24795,215.65,40.13,18.61
Brazil,Europe,Medium,80906579,55.11,37,68.34,8381,49663,33.91,30,3.93,47.66,23.43,70.19,53,84.27,89.36,Tertiary,40174820,86638,16122,215.65,40.13,18.61
Pakistan,North America,Medium,70298456,48.01,35,37.74,4857,46192,18,7.14,0.6,46.59,28.06,26.72,37,88.26,25.18,Tertiary,34907270,75279,14009,215.65,40.13,18.61
United Kingdom,Asia,Medium,70566349,59.11,25,88.79,3035,36965,20.89,13.01,2.81,25.02,43.22,41.08,50,70.3,89.11,Tertiary,35040295,75565,14062,215.65,40.13,18.61
Pakistan,Asia,Medium,31812294,54.45,29,75.48,4641,37065,15.38,30.18,10.08,36.89,18.9,86.58,53,86.37,24.47,Primary,15796653,34066,6339,215.65,40.13,18.61
India,South America,Low,198846229,65.88,39,82.82,2889,34395,26.85,34.44,4.02,76.22,15.97,43,53,57.31,88.95,Primary,98738713,212934,39626,215.65,40.13,18.61
Canada,South America,Medium,116802356,43.64,37,80.95,7131,24026,11.28,21.05,2.02,36.42,22.44,61.57,65,56.18,60,Primary,57999160,125077,23276,215.65,40.13,18.61
Turkey,North America,Medium,43713548,63.52,43,26.69,3648,47245,13.12,10.46,6.94,57.09,22.07,20.95,62,72.45,87.62,Primary,21706318,46810,8711,215.65,40.13,18.61
Mexico,Africa,Low,63098189,79.3,32,60.13,4913,25659,21.4,29.82,6.98,23.55,20.88,46.77,47,97.6,35.55,Secondary,31331919,67568,12574,215.65,40.13,18.61
South Africa,North America,Medium,25835248,49.22,43,33.36,5370,31656,16.45,36.3,9.7,65.09,23.79,30.18,53,77.84,59.97,Secondary,12828702,27665,5148,215.65,40.13,18.61
Saudi Arabia,Asia,Low,155377278,83.11,49,72.62,9034,44770,25.98,36.12,9.24,33.77,46.94,14.99,43,80.56,80.59,Primary,77153852,166385,30963,215.65,40.13,18.61
Mexico,Africa,Low,13238986,74.7,48,56.24,9865,14829,48.75,28.46,14.27,66.84,10.91,16.09,62,82.89,77.4,Tertiary,6573926,14176,2638,215.64,40.13,18.61
Bangladesh,North America,Medium,7652792,16.92,35,59.54,4641,29948,40.42,24.12,13.41,75.75,14.64,27.63,63,85.89,67.73,Tertiary,3800056,8194,1524,215.63,40.1,18.6
Pakistan,Oceania,Medium,103395431,20.36,22,81.55,136,19409,49.35,26.82,7.72,44.56,41.17,79.46,59,95.48,25.37,Tertiary,51341843,110720,20604,215.65,40.13,18.61
Pakistan,Asia,Medium,44842961,41.78,32,45.13,6434,32808,35.33,19.85,11.07,51.15,43.5,32.74,45,84.47,24.21,Secondary,22267137,48020,8936,215.65,40.13,18.61
Egypt,North America,Low,115960170,46.44,26,59.89,7673,21047,36.7,5.95,14.39,47.11,41.9,38.41,31,80.26,37.4,Secondary,57580966,124175,23108,215.65,40.13,18.61
Pakistan,Europe,High,194748719,37.37,46,73.09,7625,32106,39.05,36.76,12.72,24.91,12.67,46.1,33,85.46,60.05,Primary,96704061,208546,38809,215.65,40.13,18.61
Japan,Oceania,Low,110911740,47.55,22,73.51,3412,32352,38.9,7.5,13.84,41.62,41.07,54.8,47,55.24,78.53,Tertiary,55074127,118769,22102,215.65,40.13,18.61
Japan,Africa,Medium,83564502,34.08,20,26.72,4724,1567,47.11,35.6,1.15,34.29,24.92,85.2,32,74.87,59.54,Secondary,41494633,89485,16652,215.65,40.13,18.61
Saudi Arabia,Oceania,High,133896690,56.22,31,74.99,6303,31075,33.14,18.26,10.51,34.8,37.66,15.87,33,84.29,75.29,Primary,66487491,143383,26682,215.65,40.13,18.61
South Africa,North America,Medium,133277442,40.41,29,32.56,3061,31858,30.77,16.55,4.34,21.35,41.15,70.49,50,68.17,39.52,Secondary,66179998,142720,26559,215.65,40.13,18.61
Turkey,Asia,High,86635029,13.45,40,65.16,2141,10759,47.38,5.17,14.3,22.53,11.08,51.55,40,77.57,56.26,Tertiary,43019328,92773,17264,215.65,40.13,18.61
Vietnam,North America,Medium,92162771,22.36,33,59.24,3642,46530,25.21,16.59,4.63,68.61,29.86,49.39,47,67.31,85.79,Primary,45764174,98692,18366,215.65,40.13,18.61
South Africa,Africa,High,197838205,48.71,45,30.21,5629,23092,28.29,7.48,3.62,30.52,45.05,72.18,44,83.77,37.31,Primary,98238171,211854,39425,215.65,40.13,18.61
France,Europe,Low,14454535,11.27,32,27.92,8193,3673,18.25,28.79,6.55,49.92,33.39,77.3,66,67.7,23.62,Tertiary,7177517,15478,2880,215.65,40.13,18.61
Turkey,Asia,Low,189512995,29.51,46,80.49,6166,35219,35.84,36.95,12.77,40.4,32.85,70.69,63,98.33,40.14,Primary,94104220,202939,37766,215.65,40.13,18.61
Argentina,Europe,Low,103354460,26.13,38,24.72,9857,38397,48.47,25.14,9.13,43.89,10.76,42.56,53,72.81,23.53,Tertiary,51321498,110677,20596,215.65,40.13,18.61
Italy,Asia,Low,3944316,79.14,40,71.19,5178,20526,33.06,22.38,8.66,67.11,48.64,24.06,40,55.87,72.43,Tertiary,1958582,4223,785,215.62,40.08,18.59
Russia,Asia,Medium,60423705,54.11,43,39.83,5486,30381,9.48,26.45,8.88,41.78,31.63,61.96,35,68.9,80.53,Secondary,30003882,64704,12041,215.65,40.13,18.61
Brazil,Africa,Low,116545314,26.84,37,88.86,517,46593,36.54,32.14,7.92,61.92,49.02,14.33,62,64.88,76.52,Secondary,57871524,124802,23225,215.65,40.13,18.61
Spain,Asia,Medium,192412549,57.94,42,48.52,5407,3406,40.44,24.85,4.12,34.46,43.38,43.09,47,98.34,20.94,Secondary,95544017,206044,38343,215.65,40.13,18.61
Turkey,South America,High,93843561,76.79,25,83.98,9048,24465,5.47,34.65,13.73,78.59,31,15.96,61,55.14,37.24,Secondary,46598784,100492,18701,215.65,40.13,18.61
South Korea,Asia,High,77163189,86.05,32,75.77,3142,21918,29.56,30.46,5.93,70.68,21.13,22.24,66,71.73,70.51,Primary,38316009,82630,15377,215.65,40.13,18.61
Brazil,Africa,Low,6857217,11.71,42,24.8,8733,38793,8.36,38.73,6.53,74.97,44.12,73.04,52,50.43,81.23,Secondary,3405006,7343,1366,215.65,40.12,18.6
United Kingdom,Asia,Low,35033981,51.32,41,48.24,7794,13138,22.82,23.09,11.7,62.14,42.68,25.01,34,90.04,56.79,Secondary,17396408,37516,6981,215.65,40.13,18.61
South Africa,North America,Medium,83767230,43.41,23,74.73,8073,42435,35.44,20.23,3.05,49.92,33.87,74.7,55,89.43,36.79,Tertiary,41595300,89702,16693,215.65,40.13,18.61
Vietnam,Asia,Low,136493199,33.51,39,50.27,3920,49387,33.67,8.94,0.88,75.82,33.62,26.29,43,81.17,79.32,Tertiary,67776809,146163,27200,215.65,40.13,18.61
Spain,Oceania,Medium,194224528,65.62,29,20.97,102,23137,31.84,39.59,0.85,74.88,41.49,88.82,36,66.43,70.12,Tertiary,96443770,207985,38705,215.65,40.13,18.61
South Korea,Oceania,Low,106746048,78.27,45,83.21,4068,28261,46.62,11.53,5.27,22.66,37.54,54.6,62,53.81,74.32,Primary,53005619,114308,21272,215.65,40.13,18.61
Brazil,South America,Low,186703068,15.19,44,38.59,3006,38090,37.09,5.19,14.18,56.58,42.1,54.26,64,86.26,69.93,Tertiary,92708928,199930,37206,215.65,40.13,18.61
South Africa,South America,Medium,15636636,63.35,38,67.77,1086,33456,23.25,15.99,7.26,44,16.98,19.41,67,90.73,53.6,Secondary,7764498,16744,3115,215.65,40.12,18.6
India,Europe,Low,20173977,76.42,30,43.34,6383,4757,44.78,29.33,12.1,76.76,42.59,53.87,36,73.6,55.64,Primary,10017552,21603,4020,215.65,40.13,18.61
Bangladesh,Europe,Low,162856840,78.13,43,60.8,7190,11208,8.24,31.53,3.55,72,32.5,11.24,39,75.36,54.86,Primary,80867889,174395,32454,215.65,40.13,18.61
Spain,North America,Medium,24585955,72.11,42,84.88,2463,23910,11.12,18.8,2.55,59.57,33.66,16.88,56,92.77,41.89,Tertiary,12208356,26327,4899,215.65,40.13,18.61
Russia,North America,Medium,17837752,48.8,32,43.75,2762,5080,11.87,6.49,13.69,47.4,48.92,43.12,61,72.4,74.35,Secondary,8857480,19101,3554,215.65,40.12,18.61
Saudi Arabia,Africa,Low,66227221,70.58,23,31.57,2778,14155,36.06,7.88,4.44,37.9,29.9,22.39,33,78.02,78.64,Secondary,32885665,70919,13197,215.65,40.13,18.61
Italy,North America,Low,23868858,49.95,31,79.32,2833,22502,18.6,23.43,13.65,31.95,37.2,15.36,41,67.93,63.37,Tertiary,11852275,25559,4756,215.65,40.13,18.61
United States,South America,Low,145985150,28.66,42,44.75,7097,25051,6.62,33.71,8.62,42.75,40.65,81.79,40,66.11,26.01,Primary,72490114,156328,29091,215.65,40.13,18.61
Canada,Europe,Low,132760259,42.94,45,23.37,1936,7145,24.14,34.74,7.29,76.01,12.68,20.36,45,59.46,73.23,Tertiary,65923187,142166,26456,215.65,40.13,18.61
China,Oceania,High,39229877,78.94,32,64.73,3910,26610,10.48,22.22,8.75,20.37,42.57,14.28,59,83.64,86.14,Tertiary,19479914,42009,7817,215.65,40.13,18.61
India,Asia,Medium,168706941,53.9,28,70.68,8718,14390,7.46,23.25,12.39,43.32,15.22,71.64,50,97.25,61.65,Tertiary,83772805,180659,33619,215.65,40.13,18.61
Bangladesh,South America,Low,64905085,78.55,41,25.26,4263,27368,27.77,13.61,9.62,39.35,49.87,78.24,30,77.55,68.77,Primary,32229148,69503,12934,215.65,40.13,18.61
Egypt,Oceania,Medium,11676246,26.41,33,41.25,8680,14507,14.64,11.56,13.72,56.51,22.05,30.8,54,50.88,46.92,Tertiary,5797935,12503,2326,215.65,40.12,18.6
Italy,North America,High,125811128,64.42,27,42.48,7286,45995,29.45,13.97,0.14,26.1,11.49,70.59,49,75.43,84.5,Secondary,62472539,134724,25071,215.65,40.13,18.61
Pakistan,North America,Low,67326509,43.03,22,23.46,2461,4140,40.2,12.96,14.22,56.97,20.56,49.34,53,54.05,30.99,Primary,33431526,72096,13416,215.65,40.13,18.61
Argentina,South America,Medium,158665208,57.73,37,42.06,8240,7330,10.84,29,12.28,32.95,26.62,22.52,50,98.2,68.97,Primary,78786500,169906,31618,215.65,40.13,18.61
Russia,Europe,Low,84627009,41.42,40,32.52,3406,42729,6.75,30.67,13.74,43.73,16.27,19.12,66,71.43,45.25,Secondary,42022230,90622,16864,215.65,40.13,18.61
Saudi Arabia,Oceania,Medium,98618124,49.87,26,78.56,1592,12661,34.43,17.25,13.72,76.21,39.13,22.75,63,68.23,81.75,Primary,48969632,105605,19652,215.65,40.13,18.61
United States,Oceania,Low,81764555,60.29,22,51.77,3586,16838,14.65,28.28,4.85,56.22,45.25,20.79,39,61.1,82.79,Tertiary,40600855,87557,16293,215.65,40.13,18.61
United Kingdom,Europe,Low,83290575,32.25,46,68.03,3196,23866,30.8,13.19,0.46,36.26,20.48,22.35,31,60.31,25.37,Tertiary,41358613,89191,16598,215.65,40.13,18.61
Australia,Oceania,Medium,121424639,17.01,24,53.2,9929,22954,15.8,7.21,10.42,42,20.63,17.72,31,87.14,24.08,Primary,60294393,130027,24197,215.65,40.13,18.61
South Africa,Africa,Medium,73891972,61.38,21,21.75,555,40260,39.9,26.35,3.98,55.09,28.98,15.39,49,53.28,64.88,Tertiary,36691660,79127,14725,215.65,40.13,18.61
Japan,North America,Medium,187606271,16.46,36,70.39,7459,20486,39.47,5.68,2.27,45.9,42.23,14.56,43,94.78,56.94,Tertiary,93157421,200898,37386,215.65,40.13,18.61
Indonesia,Africa,Low,9017651,77.29,41,22.84,9529,41256,10.66,31.53,2.94,40.68,25.89,14.94,60,76.33,80.72,Tertiary,4477788,9656,1796,215.64,40.11,18.6
Mexico,Asia,Medium,3994674,68.12,20,63.02,7417,49707,12.1,18.71,11.08,51.25,22.31,36.91,37,79.42,82.73,Secondary,1983587,4277,795,215.62,40.08,18.59
Vietnam,South America,Low,156068888,13.6,32,69.2,4586,31592,40.19,9.07,8.02,25.44,30.7,83.06,66,97.11,48.56,Tertiary,77497276,167126,31101,215.65,40.13,18.61
Vietnam,Oceania,High,75297212,39.2,44,24.14,2408,2802,28.01,27.87,0.94,41.9,10.41,45.23,64,60.44,85.61,Secondary,37389443,80631,15005,215.65,40.13,18.61
China,North America,High,18738980,67.22,36,44.74,4186,17827,44.23,10.79,15,47.91,13.37,32.28,69,80.54,78.85,Secondary,9304993,20066,3734,215.65,40.13,18.61
United States,Europe,Medium,20188897,88.61,37,58.66,9438,28496,24.2,6.24,11.46,70.09,48.05,63,46,65.62,46.36,Secondary,10024961,21619,4023,215.65,40.13,18.61
United Kingdom,Oceania,High,199952698,77.1,22,46.17,2607,29238,40.99,8.62,4.6,36.61,28.23,69.52,66,94.06,34.92,Tertiary,99288140,214119,39846,215.65,40.13,18.61
Egypt,South America,Low,131391489,61.1,41,46.97,1897,15740,13.26,11.36,10.27,35.07,11.87,64.07,46,73.94,77.17,Primary,65243513,140700,26183,215.65,40.13,18.61
Spain,Africa,High,19548137,65.16,30,80.51,4467,34590,8.01,18.2,3.48,72.54,41.55,45.34,33,97.8,41.06,Primary,9706786,20933,3895,215.65,40.13,18.61
United States,Africa,High,31800766,29.77,27,59.9,779,36458,21.88,22.95,7.66,29.67,38,83.62,30,85.75,23.93,Secondary,15790929,34053,6337,215.65,40.13,18.61
South Africa,South America,Medium,116390785,89.62,32,68.15,9932,49283,22.25,21.38,12.88,64.22,33.81,13.61,49,78.22,41.5,Secondary,57794791,124637,23194,215.65,40.13,18.61
Pakistan,Africa,Medium,59886200,63.81,30,60.47,7063,25166,37.56,31.67,10.3,48.43,49.23,21.74,38,67.72,25.16,Primary,29736980,64129,11934,215.65,40.13,18.61
United Kingdom,Europe,Low,43330197,85.1,45,82.3,643,26045,44.94,28.37,11.37,24.41,14.66,52.44,45,54.16,34.49,Tertiary,21515962,46400,8634,215.65,40.13,18.61
Japan,Europe,Low,106679307,68.64,29,30.69,6546,29633,26.18,31.39,4.03,38.12,34.83,63.38,32,86.25,37.41,Secondary,52972478,114237,21258,215.65,40.13,18.61
Italy,Oceania,High,180196573,78.16,33,29.92,7524,15332,44.72,8.95,4.25,51.63,13,40.1,34,77.48,69.74,Primary,89478075,192963,35909,215.65,40.13,18.61
Australia,Europe,Medium,106723062,79.22,20,78.45,1965,44383,13.52,29.68,4.46,28.77,47.23,49.18,68,65.44,23.44,Tertiary,52994205,114284,21267,215.65,40.13,18.61
United Kingdom,South America,High,156755518,29.86,43,44.58,5772,7259,11.29,35.9,4.94,59.7,24.6,18.39,37,64.82,80.05,Secondary,77838228,167861,31238,215.65,40.13,18.61
Turkey,Africa,Medium,21633726,61.67,49,53.84,3858,12875,5.52,21.15,0.83,66.33,32.72,10.8,54,76.13,41.46,Tertiary,10742402,23166,4311,215.65,40.13,18.61
Indonesia,South America,Low,89152756,49.1,25,68.73,449,26907,23.65,18.99,12.38,25.91,45.38,60.46,64,50.91,83.11,Primary,44269526,95469,17766,215.65,40.13,18.61
South Korea,Europe,Low,109192357,32.2,29,42.73,3319,10349,21.32,20,7.36,27.63,24.64,85.69,62,71.65,26.76,Primary,54220353,116928,21759,215.65,40.13,18.61
Brazil,South America,Medium,56052551,68.36,46,26.53,7579,48987,9.29,35.95,9.48,61.62,11.62,66.65,53,87.31,82.27,Tertiary,27833350,60023,11170,215.65,40.13,18.61
Germany,Asia,Low,11326581,24.95,29,63.79,4654,49904,40.23,15.47,11.46,59.13,39.84,51.33,46,78.26,62.48,Primary,5624306,12129,2257,215.65,40.13,18.61
South Africa,Asia,Low,106494069,27.4,28,82.28,4402,36030,7.47,38.06,13.75,45.66,16.57,59.03,39,63.15,31.81,Primary,52880496,114039,21222,215.65,40.13,18.61
United Kingdom,Africa,Medium,198256841,81.81,33,87.68,6380,11187,16.56,27.31,4.03,47.21,10.21,16.29,38,87.44,25.8,Secondary,98446048,212303,39508,215.65,40.13,18.61
Mexico,Europe,Medium,168631996,45.72,25,39.79,5158,46439,47.34,33.7,0.06,72.27,23.1,34.78,31,79.97,34.07,Primary,83735590,180579,33604,215.65,40.13,18.61
Indonesia,Africa,High,58304148,49.74,33,79.93,1668,19825,37.42,8.81,4.13,35.23,20.68,50.88,59,88.14,26.53,Secondary,28951399,62434,11618,215.65,40.13,18.61
Brazil,Asia,High,109209613,37.54,44,32.18,5088,29551,39.16,26.95,6.6,26.54,10.49,47.59,57,68.3,73.24,Tertiary,54228922,116947,21763,215.65,40.13,18.61
France,South America,High,185848308,36.78,47,52.92,5968,29509,21.66,22.91,5.68,47.16,47.47,36.72,32,56.93,47.54,Primary,92284490,199015,37035,215.65,40.13,18.61
Russia,Europe,High,156878684,71.51,25,55.75,757,46236,48.07,38.2,3.31,68.13,21.46,70.82,67,57.04,62.72,Primary,77899387,167993,31262,215.65,40.13,18.61
India,Oceania,Low,44165456,32.53,36,89.28,5301,37095,42.35,38.99,11.45,33.38,43.29,55.93,40,70.19,47.17,Tertiary,21930716,47294,8801,215.65,40.13,18.61
Brazil,Europe,Low,85254857,50.06,29,46.72,2143,20244,49.85,26.45,9.97,70.65,27.27,76.96,30,59.16,63.85,Secondary,42333993,91295,16989,215.65,40.13,18.61
United States,Asia,Low,43806833,62.87,49,63.21,9501,12928,32.07,28.17,11.27,33.52,41.76,39.05,47,55.44,21.81,Secondary,21752639,46910,8729,215.65,40.13,18.61
Japan,South America,High,142159233,86.79,28,85.12,6413,20773,35.95,19.87,9.13,25.22,22.43,26.4,60,78.98,86.76,Tertiary,70590324,152231,28329,215.65,40.13,18.61
France,South America,Medium,91790710,19.51,23,23.36,1962,33958,24.74,18.42,1.35,73.45,23.45,63.74,68,65.7,88.98,Primary,45579424,98294,18292,215.65,40.13,18.61
India,South America,Low,149661218,26.42,22,55.35,3061,16629,16.34,5.01,13.29,50.14,26.25,16.35,33,53.12,40.29,Primary,74315496,160264,29824,215.65,40.13,18.61
Germany,South America,High,19108655,58.11,47,27.52,2796,46920,19.68,9.91,4.55,53.56,28.19,39.6,44,76.69,42.53,Tertiary,9488558,20462,3807,215.65,40.12,18.61
Japan,Europe,High,95535399,66.42,35,56.04,8228,16091,5.58,5.95,4.69,68.2,43.14,43.19,67,99,43.29,Secondary,47438880,102304,19038,215.65,40.13,18.61
United Kingdom,Oceania,Medium,167962292,53.11,28,65.05,8922,23594,25.7,12.89,5.34,22.51,27.66,47.04,53,57.86,31.34,Primary,83403043,179862,33471,215.65,40.13,18.61
Brazil,North America,High,134329218,35.84,20,44.79,5659,28583,17.21,19.96,5.16,39.06,27.89,88.52,68,52,83.16,Primary,66702266,143846,26769,215.65,40.13,18.61
Mexico,South America,Medium,101941035,76.91,35,81.43,5403,45155,40.68,13.76,3.9,77.06,23.51,43.08,31,85.36,87.9,Tertiary,50619650,109163,20314,215.65,40.13,18.61
Italy,South America,High,129620178,72.29,41,77.02,2388,34551,37.57,16.58,14.92,20.7,43.78,15.97,66,80.4,50.92,Tertiary,64363954,138803,25830,215.65,40.13,18.61
China,Africa,High,6578630,88.24,30,53.47,8183,1032,27.18,24.52,6.66,65.72,27.6,48.32,32,87.75,22.56,Tertiary,3266672,7044,1310,215.63,40.1,18.6
Russia,Asia,High,92725659,25.76,22,83.06,8823,21631,33.13,31.66,7.33,50.43,21.63,89.46,64,86.76,66.43,Primary,46043680,99295,18478,215.65,40.13,18.61
Canada,South America,High,77630997,50.87,29,21.97,7858,42441,37.25,8.78,8.68,52.67,36.66,64.93,41,90.23,73.5,Secondary,38548303,83131,15470,215.65,40.13,18.61
Egypt,Asia,Low,154971773,49.62,49,45.47,4485,12650,30.64,20.23,7.9,73.05,47.44,65.59,69,98.09,32.77,Primary,76952495,165951,30882,215.65,40.13,18.61
France,Asia,High,172681302,56.52,44,81.98,889,41852,23.05,10.3,10.32,35.33,46.81,81.13,61,89.5,61.29,Primary,85746306,184915,34411,215.65,40.13,18.61
Germany,South America,Low,85120658,40.76,34,83.11,1725,27881,38.42,11.82,8.41,39.12,45.84,34.35,48,85.77,61.84,Tertiary,42267355,91151,16962,215.65,40.13,18.61
France,South America,Low,88139581,86.74,25,50.25,8874,39259,42.66,5.64,8.82,39.11,22.16,51.39,68,88.72,24.87,Secondary,43766426,94384,17564,215.65,40.13,18.61
Spain,Africa,Low,126204444,44.68,35,33.2,722,15191,9.57,18.49,9.17,35.43,20.02,48.53,53,64.58,60.77,Secondary,62667844,135145,25149,215.65,40.13,18.61
United States,Europe,Low,45934350,57.19,44,26.26,7506,9843,16.45,16.27,9.82,48.35,13.58,33.57,34,83.89,87.84,Primary,22809075,49188,9153,215.65,40.13,18.61
Pakistan,North America,Medium,16592255,40.57,46,80.94,4455,5524,18.36,17.45,4.1,46.48,27.94,35.67,69,76.89,33.3,Tertiary,8239019,17767,3306,215.64,40.13,18.61
Canada,North America,High,146828432,88.72,49,26.92,9815,2273,44.92,15.8,0.35,32.83,26.37,78.98,57,98.97,56.5,Primary,72908853,157231,29259,215.65,40.13,18.61
